Frequency	Amplitude	Amplitude Error	Phase	Phase Error
2.460000E+3	2.352511E-7	9.439023E-9	1.461275E+0	2.584469E-2
2.460250E+3	2.627593E-7	9.572288E-9	1.460848E+0	2.325555E-2
2.460500E+3	2.478812E-7	7.680884E-9	1.456011E+0	2.396144E-2
2.460750E+3	2.473048E-7	9.912962E-9	1.478975E+0	2.362411E-2
2.461000E+3	2.380393E-7	7.785495E-9	1.449793E+0	2.573408E-2
2.461250E+3	2.435559E-7	9.166576E-9	1.448468E+0	2.683363E-2
2.461500E+3	2.507056E-7	7.974041E-9	1.443148E+0	2.487137E-2
2.461750E+3	2.272515E-7	1.056350E-8	1.381791E+0	2.407140E-2
2.462000E+3	2.433231E-7	1.070951E-8	1.438543E+0	2.628510E-2
2.462250E+3	2.396828E-7	9.816242E-9	1.384357E+0	2.005535E-2
2.462500E+3	2.388995E-7	9.815906E-9	1.415579E+0	2.478120E-2
2.462750E+3	2.402547E-7	9.753635E-9	1.361624E+0	1.582148E-2
2.463000E+3	2.534250E-7	6.227956E-9	1.434232E+0	2.005129E-2
2.463250E+3	2.416470E-7	8.236246E-9	1.405709E+0	2.352559E-2
2.463500E+3	2.532950E-7	8.563427E-9	1.439496E+0	2.252371E-2
2.463750E+3	2.338182E-7	1.240777E-8	1.418803E+0	2.460053E-2
2.464000E+3	2.448897E-7	8.743708E-9	1.376099E+0	1.769299E-2
2.464250E+3	2.439482E-7	8.984034E-9	1.413539E+0	2.211401E-2
2.464500E+3	2.467771E-7	6.985976E-9	1.400444E+0	2.074616E-2
2.464750E+3	2.298409E-7	9.481972E-9	1.378139E+0	2.111295E-2
2.465000E+3	2.347596E-7	1.063701E-8	1.381364E+0	2.118745E-2
2.465250E+3	2.471230E-7	9.500641E-9	1.405996E+0	2.455372E-2
2.465500E+3	2.413995E-7	8.219771E-9	1.415579E+0	2.478120E-2
2.465750E+3	2.424518E-7	8.564837E-9	1.392901E+0	2.311669E-2
2.466000E+3	2.249718E-7	1.003170E-8	1.392375E+0	2.904479E-2
2.466250E+3	2.387007E-7	1.005480E-8	1.423409E+0	2.327995E-2
2.466500E+3	2.359085E-7	1.024012E-8	1.366439E+0	2.810391E-2
2.466750E+3	2.325478E-7	1.011561E-8	1.369882E+0	1.874692E-2
2.467000E+3	2.313995E-7	1.019628E-8	1.415579E+0	2.478120E-2
2.467250E+3	2.250759E-7	1.165296E-8	1.368928E+0	2.298693E-2
2.467500E+3	2.239852E-7	1.108072E-8	1.332203E+0	1.922490E-2
2.467750E+3	2.408400E-7	1.144787E-8	1.357733E+0	2.162120E-2
2.468000E+3	2.129950E-7	1.174339E-8	1.371682E+0	2.905101E-2
2.468250E+3	2.188667E-7	1.166697E-8	1.356385E+0	2.957513E-2
2.468500E+3	2.404254E-7	7.731822E-9	1.354748E+0	9.928950E-3
2.468750E+3	2.184279E-7	1.126772E-8	1.335141E+0	1.833315E-2
